long_strike,short_strike,current_price,long_ask,short_black_scholes_price,long_black_scholes_price,short_z_score,long_z_score,short_ask,long_bid,short_bid,net_premium,max_profit,max_loss,breakeven,reward_risk_ratio,probability_of_profit,spread_width,bid_ask_spread,long_open_interest,short_open_interest,iv_skew,long_implied_volatility,short_implied_volatility,long_delta,short_delta,long_gamma,short_gamma,long_theta,short_theta,net_theta,long_vega,short_vega,long_rho,short_rho,expiration,Price Proximity,Proximity Penalty,score
25.0,35.0,145.47999572753906,0.02,0.04094128365167357,0.010601906002258021,0.221,-0.057,0.05,0.01,0.03,0.01,-0.2792607802874743,9.99,34.99,-0.24390243902439027,0.33333333333333376,0.0,-0.28849902534113064,2824,125,-2.0037211073323107,1.009731,0.930432,-6.78228108866e-05,-7.52475771028e-05,4.581665260888307e-09,6.426907977778479e-07,-4.148196619857798e-07,-8.46554681543402e-05,0.0,2.01963276905197e-05,5.1263128480805124e-05,0.08164546999077872,0.11429990586852512,2025-10-17,0.7594170949417028,0.99999999987245,7.142857142857142
30.0,40.0,145.47999572753906,0.03,0.06061756766125248,0.02077416563434016,-0.01,-0.037,0.06,0.02,0.04,0.01,-0.2792607802874743,9.99,39.99,-0.24390243902439027,0.33333333333333376,0.0,-0.28849902534113064,806,158,-2.0224131813736963,0.962319,0.88248,-6.86047746159e-05,-0.0001095449035979,7.755620658925907e-08,3.314492408648988e-06,-8.531256238175506e-06,-0.0005156330185090381,0.0,2.2840817638047035e-05,0.00018953013733150043,0.09797405844090058,0.13061148268435246,2025-10-17,0.7250481085048033,0.9999999996423418,4.761904761904762
35.0,45.0,145.47999572753906,0.05,0.07096738010118725,0.030692654951031184,0.127,-0.023,0.08,0.03,0.06,0.01,-0.2792607802874743,9.99,44.99,-0.24390243902439027,0.33333333333333376,0.0,-0.28070175438596495,125,734,-2.160838374135709,0.903791,0.819953,-7.52475771028e-05,-0.0002391597713234,6.426907977778479e-07,1.2543416310949947e-05,-8.46554681543402e-05,-0.002300770247649749,0.0,5.1263128480805124e-05,0.0005549216576772438,0.11429990586852512,0.14687402012608522,2025-10-17,0.6906791220679037,0.9999999989971037,2.380952380952381
40.0,50.0,145.47999572753906,0.06,0.09991598428038373,0.04081619991586133,0.001,-0.02,0.1,0.04,0.08,0.02,-0.271047227926078,9.98,49.98,-0.24390243902439027,0.33333333333333376,0.0,-0.27290448343079926,158,615,-1.5021158389366291,0.845972,0.781164,-0.0001095449035979,-0.0005980610076111,3.314492408648988e-06,3.604755897108818e-05,-0.0005156330185090381,-0.006461697521189844,1.0,0.00018953013733150043,0.001565843480326498,0.13061148268435246,0.16301718603112936,2025-10-17,0.6563101356310042,0.999999997187815,19.047619047619047
45.0,55.0,145.47999572753906,0.08,0.13005275937688843,0.060587882625279976,-0.0,-0.01,0.13,0.06,0.11,0.03,-0.2628336755646817,9.97,54.97,-0.24390243902439027,0.33333333333333376,0.0,-0.26510721247563357,734,1953,-1.5279732080272097,0.805516,0.739961,-0.0002391597713234,-0.0014444129415514,1.2543416310949947e-05,8.691370380769643e-05,-0.002300770247649749,-0.0076020523671222985,1.0,0.0005549216576772438,0.0039835574708580864,0.14687402012608522,0.17890356125502527,2025-10-17,0.6219411491941045,0.9999999921144548,16.666666666666664
50.0,55.0,145.47999572753906,0.1,0.13005275933544513,0.08056835731573986,-0.0,-0.007,0.13,0.08,0.11,0.01,-0.2792607802874743,4.99,54.99,-0.24390243902439027,0.33333333333333376,-1.0,-0.28070175438596495,615,1953,0.0005192242789268418,0.761359,0.739961,-0.0005980610076111,-0.0014444129415514,3.604755897108818e-05,8.691370380769643e-05,-0.006461697521189844,-0.0076020523671222985,0.0,0.001565843480326498,0.0039835574708580864,0.16301718603112936,0.17890356125502527,2025-10-17,0.6219411491941045,0.9999999921144548,26.190476190476193
50.0,60.0,145.47999572753906,0.1,0.15956920764871962,0.08056835728046863,0.065,-0.007,0.17,0.08,0.15,0.05,-0.2464065708418891,9.95,59.95,-0.1951219512195122,0.33333333333333376,0.0,-0.24951267056530216,615,1795,-1.4780238323944062,0.761359,0.697247,-0.0005980610076111,-0.003125563295242,3.604755897108818e-05,0.00017989840962293863,-0.006461697521189844,-0.009172205284601899,0.0,0.001565843480326498,0.00719480091449275,0.16301718603112936,0.1943444476347422,2025-10-17,0.5875721627572049,0.999999977888431,9.523809523809524
55.0,60.0,145.47999572753906,0.13,0.15956920759722792,0.10974682198987229,0.065,0.002,0.17,0.11,0.15,0.02,-0.271047227926078,4.98,59.98,-0.24390243902439027,0.33333333333333376,-1.0,-0.27290448343079926,1953,1795,-0.1929437420493812,0.724234,0.697247,-0.0014444129415514,-0.003125563295242,8.691370380769643e-05,0.00017989840962293863,-0.0076020523671222985,-0.009172205284601899,0.0,0.0039835574708580864,0.00719480091449275,0.17890356125502527,0.1943444476347422,2025-10-17,0.5875721627572049,0.999999977888431,21.428571428571427
55.0,65.0,145.47999572753906,0.13,0.218427288620193,0.10974682195373708,0.007,0.002,0.22,0.11,0.2,0.07,-0.22997946611909648,9.93,64.93,-0.1951219512195122,0.2777777777777781,0.0,-0.2339181286549708,1953,5659,-1.1941812265808252,0.724234,0.668322,-0.0014444129415514,-0.0060710127631115,8.691370380769643e-05,0.0003300065905256137,-0.0076020523671222985,-0.011322623680706217,0.0,0.0039835574708580864,0.014147171721164692,0.17890356125502527,0.20910117889496935,2025-10-17,0.5532031763203054,0.9999999379977579,11.904761904761903
60.0,65.0,145.47999572753906,0.17,0.21842728855839422,0.14968957344084055,0.007,0.002,0.22,0.15,0.2,0.03,-0.2628336755646817,4.97,64.97,-0.1951219512195122,0.2777777777777781,-1.0,-0.26510721247563357,1795,5659,-0.0543108595757953,0.691304,0.668322,-0.003125563295242,-0.0060710127631115,0.00017989840962293863,0.0003300065905256137,-0.009172205284601899,-0.011322623680706217,0.0,0.00719480091449275,0.014147171721164692,0.1943444476347422,0.20910117889496935,2025-10-17,0.5532031763203054,0.9999999379977579,23.809523809523807
60.0,70.0,145.47999572753906,0.17,0.2844882050390416,0.1496895733969632,0.019,0.002,0.29,0.15,0.27,0.1,-0.20533880903490756,9.9,69.9,-0.1951219512195122,0.2777777777777781,0.0,-0.21052631578947376,1795,13006,-1.1178206426265844,0.691304,0.637598,-0.003125563295242,-0.0102226500885457,0.00017989840962293863,0.000529907077104533,-0.009172205284601899,-0.013831414918742332,0.0,0.00719480091449275,0.02043942176703842,0.1943444476347422,0.2232208775802843,2025-10-17,0.5188341898834058,0.9999998261417798,14.285714285714285
65.0,70.0,145.47999572753906,0.22,0.2844882049683184,0.19813514393599285,0.019,0.009,0.29,0.2,0.27,0.05,-0.2464065708418891,4.95,69.95,-0.1951219512195122,0.2777777777777781,-1.0,-0.24951267056530219,5659,13006,-0.0011422934136382833,0.659044,0.637598,-0.0060710127631115,-0.0102226500885457,0.0003300065905256137,0.000529907077104533,-0.011322623680706217,-0.013831414918742332,0.0,0.014147171721164692,0.02043942176703842,0.20910117889496935,0.2232208775802843,2025-10-17,0.5188341898834058,0.9999998261417798,33.33333333333333
65.0,75.0,145.47999572753906,0.22,0.3780311977487818,0.19813514388277476,0.005,0.009,0.38,0.2,0.36,0.14,-0.17248459958932236,9.86,74.86,-0.1951219512195122,0.2222222222222225,0.0,-0.17933723196881096,5659,11125,-0.9067040508147485,0.659044,0.611437,-0.0060710127631115,-0.0159351590094202,0.0003300065905256137,0.0007955365284314028,-0.011322623680706217,-0.016815177705881888,1.0,0.014147171721164692,0.032153161386551714,0.20910117889496935,0.23644374666030588,2025-10-17,0.4844652034465062,0.9999995124905214,40.476190476190474
70.0,75.0,145.47999572753906,0.29,0.37803119766139304,0.26634539195949847,0.005,0.014,0.38,0.27,0.36,0.07,-0.22997946611909648,4.93,74.93,-0.1951219512195122,0.2222222222222225,-1.0,-0.2339181286549708,13006,11125,0.057910814576357564,0.631177,0.611437,-0.0102226500885457,-0.0159351590094202,0.000529907077104533,0.0007955365284314028,-0.013831414918742332,-0.016815177705881888,0.0,0.02043942176703842,0.032153161386551714,0.2232208775802843,0.23644374666030588,2025-10-17,0.4844652034465062,0.9999995124905214,30.952380952380953
70.0,80.0,145.47999572753906,0.29,0.4876239605033126,0.26634539189332895,0.046,0.014,0.51,0.27,0.48,0.19,-0.13141683778234084,9.81,79.81,-0.14634146341463417,0.2222222222222225,0.0,-0.1325536062378168,13006,18185,-0.8735429268672589,0.631177,0.584528,-0.0102226500885457,-0.0234242457784651,0.000529907077104533,0.0011263079241217208,-0.013831414918742332,-0.02014539610704885,1.0,0.02043942176703842,0.04843548135161193,0.2232208775802843,0.2487545304755239,2025-10-17,0.4500962170096066,0.9999986329924953,45.23809523809524
75.0,80.0,145.47999572753906,0.38,0.48762396040094913,0.35938459283849955,0.046,0.002,0.51,0.36,0.48,0.1,-0.20533880903490756,4.9,79.9,-0.14634146341463417,0.2222222222222225,-1.0,-0.202729044834308,11125,18185,-0.013569061155964535,0.606333,0.584528,-0.0159351590094202,-0.0234242457784651,0.0007955365284314028,0.0011263079241217208,-0.016815177705881888,-0.02014539610704885,0.0,0.032153161386551714,0.04843548135161193,0.23644374666030588,0.2487545304755239,2025-10-17,0.4500962170096066,0.9999986329924953,38.095238095238095
75.0,85.0,145.47999572753906,0.38,0.6514116855209604,0.35938459275689993,0.029,0.002,0.67,0.36,0.64,0.26,-0.0739219712525667,9.74,84.74,-0.09756097560975613,0.16666666666666688,0.0,-0.07797270955165693,11125,14794,-0.7446368458855803,0.606333,0.563408,-0.0159351590094202,-0.0329468623383109,0.0007955365284314028,0.0015375251883376281,-0.016815177705881888,-0.023877210871187153,1.0,0.032153161386551714,0.059578359970773424,0.23644374666030588,0.2598538032972442,2025-10-17,0.415727230572707,0.9999961668242361,52.38095238095239
80.0,85.0,145.47999572753906,0.51,0.6514116853976306,0.46867623471616904,0.029,0.024,0.67,0.48,0.64,0.13,-0.18069815195071867,4.87,84.87,-0.09756097560975613,0.16666666666666688,-1.0,-0.17153996101364521,18185,14794,0.15268655295655165,0.58041,0.563408,-0.0234242457784651,-0.0329468623383109,0.0011263079241217208,0.0015375251883376281,-0.02014539610704885,-0.023877210871187153,0.0,0.04843548135161193,0.059578359970773424,0.2487545304755239,0.2598538032972442,2025-10-17,0.415727230572707,0.9999961668242361,42.857142857142854
80.0,90.0,145.47999572753906,0.51,0.8672394248994229,0.4686762346211282,0.026,0.024,0.89,0.48,0.86,0.35,0.0,9.65,89.65,-0.048780487804878064,0.11111111111111124,0.0,-4.328354871832968e-17,18185,19895,-0.5168012322922892,0.58041,0.544067,-0.0234242457784651,-0.0448027401034087,0.0011263079241217208,0.0020265024719595182,-0.02014539610704885,-0.027815615462293518,1.0,0.04843548135161193,0.07225526844285654,0.2487545304755239,0.2697895304917213,2025-10-17,0.38135824413580743,0.9999892515319881,57.14285714285714
85.0,90.0,145.47999572753906,0.67,0.8672394247540796,0.6317580015379374,0.026,0.013,0.89,0.64,0.86,0.19,-0.13141683778234084,4.81,89.81,-0.048780487804878064,0.11111111111111124,-1.0,-0.12475633528265112,14794,19895,0.1876476544043205,0.560059,0.544067,-0.0329468623383109,-0.0448027401034087,0.0015375251883376281,0.0020265024719595182,-0.023877210871187153,-0.027815615462293518,0.0,0.059578359970773424,0.07225526844285654,0.2598538032972442,0.2697895304917213,2025-10-17,0.38135824413580743,0.9999892515319881,47.61904761904761
85.0,95.0,145.47999572753906,0.67,1.1565426148266669,0.6317580014216198,0.02,0.013,1.18,0.64,1.15,0.48,0.10677618069815195,9.52,94.52,0.0,0.0,0.0,0.10136452241715385,14794,18494,-0.4002180741971486,0.560059,0.527084,-0.0329468623383109,-0.0590981405383247,0.0015375251883376281,0.0026075075054499412,-0.023877210871187153,-0.03193003476958917,1.0,0.059578359970773424,0.09967367724673522,0.2598538032972442,0.27821265830581043,2025-10-17,0.3469892576989078,0.9999698606138311,61.904761904761905
90.0,95.0,145.47999572753906,0.89,1.1565426146521087,0.8468104534190104,0.02,0.016,1.18,0.86,1.15,0.26,-0.0739219712525667,4.74,94.74,0.0,0.0,-1.0,-0.07017543859649132,19895,18494,0.24891611931774163,0.541306,0.527084,-0.0448027401034087,-0.0590981405383247,0.0020265024719595182,0.0026075075054499412,-0.027815615462293518,-0.03193003476958917,0.0,0.07225526844285654,0.09967367724673522,0.2697895304917213,0.27821265830581043,2025-10-17,0.3469892576989078,0.9999698606138311,50.0
90.0,100.0,145.47999572753906,0.89,1.520963819984921,0.8468104532776826,0.026,0.016,1.56,0.86,1.53,0.64,0.23819301848049285,9.36,99.36,0.09756097560975613,-0.11111111111111063,0.0,0.22612085769980503,19895,44423,-0.32465363413726306,0.541306,0.510514,-0.0448027401034087,-0.0766639390903529,0.0020265024719595182,0.003284289890449377,-0.027815615462293518,-0.036178285999066376,1.0,0.07225526844285654,0.11708423858784565,0.2697895304917213,0.28502926971502784,2025-10-17,0.31262027126200825,0.999915487249193,66.66666666666666
95.0,100.0,145.47999572753906,1.18,1.5209638197840736,1.128776131576906,0.026,0.019,1.56,1.15,1.53,0.35,0.0,4.65,99.65,0.14634146341463414,-0.11111111111111063,-1.0,4.328354871832968e-17,18494,44423,0.27179660254247134,0.524075,0.510514,-0.0590981405383247,-0.0766639390903529,0.0026075075054499412,0.003284289890449377,-0.03193003476958917,-0.036178285999066376,0.0,0.09967367724673522,0.11708423858784565,0.27821265830581043,0.28502926971502784,2025-10-17,0.31262027126200825,0.999915487249193,54.761904761904766
95.0,105.0,145.47999572753906,1.18,2.0064865778516676,1.128776131410894,0.017,0.019,2.04,1.15,2.01,0.83,0.39425051334702255,9.17,104.17,0.19512195121951217,-0.22222222222222188,0.0,0.3742690058479532,18494,13938,-0.21000891335011956,0.524075,0.496595,-0.0590981405383247,-0.0974860276192907,0.0026075075054499412,0.00406440985634378,-0.03193003476958917,-0.04049050503338718,1.0,0.09967367724673522,0.13586869787145026,0.27821265830581043,0.28993055705648557,2025-10-17,0.27825128482510864,0.9997630208853977,71.42857142857143
100.0,105.0,145.47999572753906,1.56,2.0064865776207412,1.5016184611152195,0.017,0.019,2.04,1.53,2.01,0.45,0.08213552361396306,4.55,104.55,0.24390243902439027,-0.22222222222222188,-1.0,0.07797270955165685,44423,13938,0.3184575577420666,0.508808,0.496595,-0.0766639390903529,-0.0974860276192907,0.003284289890449377,0.00406440985634378,-0.036178285999066376,-0.04049050503338718,0.0,0.11708423858784565,0.13586869787145026,0.28502926971502784,0.28993055705648557,2025-10-17,0.27825128482510864,0.9997630208853977,59.523809523809526
100.0,110.0,145.47999572753906,1.56,2.627769423387843,1.5016184609196035,0.016,0.019,2.67,1.53,2.63,1.07,0.591375770020534,8.93,108.93,0.3414634146341463,-0.33333333333333315,0.0,0.5692007797270953,44423,27511,-0.1145754908832884,0.508808,0.484085,-0.0766639390903529,-0.1227399886461603,0.003284289890449377,0.004950548378715868,-0.036178285999066376,-0.04489368396746348,1.0,0.11708423858784565,0.17240289566217984,0.28502926971502784,0.2923092927156862,2025-10-17,0.24388229838820907,0.9993354955291195,76.19047619047619
105.0,110.0,145.47999572753906,2.04,2.6277694231228246,1.9863689951713894,0.016,0.012,2.67,2.01,2.63,0.59,0.19712525667351127,4.41,109.41,0.3902439024390244,-0.33333333333333315,-1.0,0.19493177387914232,13938,27511,0.35878397673875323,0.495133,0.484085,-0.0974860276192907,-0.1227399886461603,0.00406440985634378,0.004950548378715868,-0.04049050503338718,-0.04489368396746348,0.0,0.13586869787145026,0.17240289566217984,0.28993055705648557,0.2923092927156862,2025-10-17,0.24388229838820907,0.9993354955291195,64.28571428571429
105.0,115.0,145.47999572753906,2.04,3.427976730311194,1.9863689949432999,0.006,0.012,3.45,2.01,3.4,1.36,0.8295687885010269,8.64,113.64,0.5365853658536586,-0.5,0.0,0.8031189083820663,13938,8834,-0.0005192242789268418,0.495133,0.473705,-0.0974860276192907,-0.1528547570659339,0.00406440985634378,0.005928965554368154,-0.04049050503338718,-0.049298252940098694,1.0,0.13586869787145026,0.1940299369870669,0.28993055705648557,0.2918795551341655,2025-10-17,0.20951331195130948,0.9981366873086635,80.95238095238095
110.0,115.0,145.47999572753906,2.67,3.4279767300057813,2.6087648166746824,0.006,0.008,3.45,2.63,3.4,0.73,0.31211498973305957,4.27,114.27,0.5853658536585367,-0.5,-1.0,0.31968810916179347,27511,8834,0.42195626400823816,0.482928,0.473705,-0.1227399886461603,-0.1528547570659339,0.004950548378715868,0.005928965554368154,-0.04489368396746348,-0.049298252940098694,0.0,0.17240289566217984,0.1940299369870669,0.2923092927156862,0.2918795551341655,2025-10-17,0.20951331195130948,0.9981366873086635,69.04761904761905
110.0,120.0,145.47999572753906,2.67,4.392959915536739,2.608764816412041,0.013,0.008,4.45,2.63,4.35,1.68,1.0924024640657084,8.32,118.32,0.7317073170731709,-0.7222222222222219,0.0,1.0994152046783625,27511,21511,0.05576468755678931,0.482928,0.463126,-0.1227399886461603,-0.1882203081830834,0.004950548378715868,0.006970636320763117,-0.04489368396746348,-0.05362418161714079,1.0,0.17240289566217984,0.21607702514812252,0.2923092927156862,0.28833957607674426,2025-10-17,0.1751443255144099,0.9947751530082325,85.71428571428571
115.0,120.0,145.47999572753906,3.45,4.3929599151993735,3.3787903380131894,0.013,0.006,4.45,3.4,4.35,0.9,0.45174537987679675,4.1,119.1,0.8292682926829268,-0.7222222222222219,-1.0,0.4990253411306043,8834,21511,0.46342497641856495,0.471151,0.463126,-0.1528547570659339,-0.1882203081830834,0.005928965554368154,0.006970636320763117,-0.049298252940098694,-0.05362418161714079,0.0,0.1940299369870669,0.21607702514812252,0.2918795551341655,0.28833957607674426,2025-10-17,0.1751443255144099,0.9947751530082325,73.80952380952381
115.0,125.0,145.47999572753906,3.45,5.5318459907864295,3.378790337722471,0.012,0.006,5.6,3.4,5.55,2.1,1.4373716632443532,7.9,122.9,1.0731707317073174,-0.9444444444444444,0.0,1.3957115009746583,8834,3768,0.07822979135837872,0.471151,0.451998,-0.1528547570659339,-0.2292710610286168,0.005928965554368154,0.008019459540354164,-0.049298252940098694,-0.05761446950615656,1.0,0.1940299369870669,0.25284895411985997,0.2918795551341655,0.2812734342210875,2025-10-17,0.1407753390775103,0.985349197580037,95.23809523809523
120.0,125.0,145.47999572753906,4.45,5.531845990425083,4.342242720333132,0.012,0.002,5.6,4.35,5.55,1.1,0.6160164271047228,3.9,123.9,1.1219512195121955,-0.9444444444444444,-1.0,0.6549707602339179,21511,3768,0.4353176354526354,0.460835,0.451998,-0.1882203081830834,-0.2292710610286168,0.006970636320763117,0.008019459540354164,-0.05362418161714079,-0.05761446950615656,0.0,0.21607702514812252,0.25284895411985997,0.28833957607674426,0.2812734342210875,2025-10-17,0.1407753390775103,0.985349197580037,78.57142857142857
120.0,130.0,145.47999572753906,4.45,6.9789026948376645,4.342242720006102,0.01,0.002,7.05,4.35,6.95,2.5,1.7659137577002053,7.5,127.5,1.3658536585365855,-1.2222222222222225,0.0,1.7855750487329431,21511,29892,0.1811400434417664,0.460835,0.444655,-0.1882203081830834,-0.2752991728374872,0.006970636320763117,0.009022096868229332,-0.05362418161714079,-0.061151182960626924,1.0,0.21607702514812252,0.2732008410824874,0.28833957607674426,0.27098136033586384,2025-10-17,0.10640635264061073,0.958918220593445,97.61904761904762
125.0,130.0,145.47999572753906,5.6,6.978902694455492,5.483026708408374,0.01,0.012,7.05,5.55,6.95,1.35,0.8213552361396304,3.65,128.65,1.5609756097560976,-1.2222222222222225,-1.0,0.8499025341130602,3768,29892,0.5548430644616955,0.450039,0.444655,-0.2292710610286168,-0.2752991728374872,0.008019459540354164,0.009022096868229332,-0.05761446950615656,-0.061151182960626924,0.0,0.25284895411985997,0.2732008410824874,0.2812734342210875,0.27098136033586384,2025-10-17,0.10640635264061073,0.958918220593445,83.33333333333334
125.0,135.0,145.47999572753906,5.6,8.659891791166473,5.483026708060024,0.005,0.012,8.7,5.55,8.6,3.0,2.1765913757700206,7.0,132.0,1.853658536585366,-1.5,0.0,2.1364522417153986,3768,9502,0.29391555682476983,0.450039,0.437117,-0.2292710610286168,-0.3256324170919658,0.008019459540354164,0.009905971752385462,-0.05761446950615656,-0.06392771771583433,1.0,0.25284895411985997,0.3009995499278058,0.2812734342210875,0.25764156582578823,2025-10-17,0.07203736620371114,0.8848040843886346,100.0
130.0,135.0,145.47999572753906,7.05,8.659891790772093,6.878691158509575,0.005,0.01,8.7,6.95,8.6,1.55,0.9856262833675566,3.45,133.45,1.9512195121951221,-1.5,-1.0,1.0448343079922018,29892,9502,0.6062116531235675,0.441017,0.437117,-0.2752991728374872,-0.3256324170919658,0.009022096868229332,0.009905971752385462,-0.061151182960626924,-0.06392771771583433,0.0,0.2732008410824874,0.3009995499278058,0.27098136033586384,0.25764156582578823,2025-10-17,0.07203736620371114,0.8848040843886346,88.09523809523809
130.0,140.0,145.47999572753906,7.05,10.632754003512687,6.878691158138238,0.006,0.01,10.7,6.95,10.6,3.55,2.628336755646817,6.45,136.45,2.4390243902439024,-1.7777777777777781,0.0,2.60428849902534,29892,15199,0.38976435871474896,0.441017,0.430864,-0.2752991728374872,-0.3790702507811803,0.009022096868229332,0.010619376864543598,-0.061151182960626924,-0.06572981044457862,0.0,0.2732008410824874,0.3154439708706745,0.27098136033586384,0.24179736089049153,2025-10-17,0.03766837976681155,0.6769833448007014,92.85714285714286
135.0,140.0,145.47999572753906,8.7,10.63275400310443,8.56113995727732,0.006,0.005,10.7,8.6,10.6,1.9,1.2731006160164269,3.1,138.1,2.7317073170731705,-1.7777777777777781,-1.0,1.3177387914230014,9502,15199,0.6394073920229867,0.433805,0.430864,-0.3256324170919658,-0.3790702507811803,0.009905971752385462,0.010619376864543598,-0.06392771771583433,-0.06572981044457862,0.0,0.3009995499278058,0.3154439708706745,0.25764156582578823,0.24179736089049153,2025-10-17,0.03766837976681155,0.6769833448007014,90.47619047619048
135.0,145.0,145.47999572753906,8.7,12.85742715249107,8.561139956887601,0.007,0.005,12.95,8.6,12.85,4.15,3.1211498973305956,5.85,140.85,3.219512195121951,-2.0555555555555562,0.0,3.0721247563352816,9502,5866,0.41081024948726813,0.433805,0.42426,-0.3256324170919658,-0.4343072616111331,0.009905971752385462,0.011141371108364176,-0.06392771771583433,-0.06649240874713154,0.0,0.3009995499278058,0.3271840210986499,0.25764156582578823,0.22413814169248472,2025-10-17,0.003299393329911958,0.09424080721618722,35.714285714285715
140.0,145.0,145.47999572753906,10.7,12.857427152082998,10.532790663865725,0.007,0.006,12.95,10.6,12.85,2.15,1.4784394250513346,2.85,142.85,3.4146341463414633,-2.0555555555555562,-1.0,1.5126705653021437,15199,5866,0.6220999160587438,0.427701,0.42426,-0.3790702507811803,-0.4343072616111331,0.010619376864543598,0.011141371108364176,-0.06572981044457862,-0.06649240874713154,0.0,0.3154439708706745,0.3271840210986499,0.24179736089049153,0.22413814169248472,2025-10-17,0.003299393329911958,0.09424080721618722,28.57142857142857
